4.775000000000000000e+03,6.834000000000000000e+03,7.145000000000000000e+03,7.281000000000000000e+03,6.998000000000000000e+03,7.056000000000000000e+03,7.058000000000000000e+03,7.119000000000000000e+03,7.321000000000000000e+03,7.208000000000000000e+03
7.623000000000000000e+03,6.962000000000000000e+03,7.307000000000000000e+03,7.162000000000000000e+03,6.923000000000000000e+03,6.972000000000000000e+03,7.176000000000000000e+03,7.459000000000000000e+03,7.397000000000000000e+03,7.563000000000000000e+03
7.400000000000000000e+03,6.829000000000000000e+03,6.981000000000000000e+03,7.099000000000000000e+03,7.000000000000000000e+03,7.060000000000000000e+03,7.409000000000000000e+03,7.555000000000000000e+03,7.189000000000000000e+03,7.452000000000000000e+03
7.216000000000000000e+03,6.972000000000000000e+03,7.187000000000000000e+03,7.040000000000000000e+03,7.022000000000000000e+03,7.211000000000000000e+03,7.349000000000000000e+03,7.442000000000000000e+03,7.119000000000000000e+03,7.060000000000000000e+03
6.919000000000000000e+03,7.273000000000000000e+03,7.353000000000000000e+03,7.251000000000000000e+03,7.517000000000000000e+03,7.378000000000000000e+03,7.367000000000000000e+03,8.713000000000000000e+03,8.322000000000000000e+03,7.233000000000000000e+03
7.051000000000000000e+03,7.223000000000000000e+03,6.948000000000000000e+03,7.220000000000000000e+03,7.787000000000000000e+03,7.880000000000000000e+03,7.680000000000000000e+03,8.125000000000000000e+03,7.814000000000000000e+03,7.625000000000000000e+03
7.353000000000000000e+03,6.826000000000000000e+03,6.950000000000000000e+03,6.969000000000000000e+03,7.318000000000000000e+03,7.451000000000000000e+03,7.733000000000000000e+03,7.272000000000000000e+03,7.192000000000000000e+03,7.308000000000000000e+03
7.612000000000000000e+03,6.907000000000000000e+03,7.333000000000000000e+03,6.946000000000000000e+03,7.026000000000000000e+03,7.081000000000000000e+03,7.736000000000000000e+03,7.249000000000000000e+03,7.161000000000000000e+03,7.094000000000000000e+03
7.199000000000000000e+03,7.151000000000000000e+03,6.819000000000000000e+03,6.929000000000000000e+03,7.080000000000000000e+03,7.034000000000000000e+03,7.657000000000000000e+03,7.479000000000000000e+03,7.404000000000000000e+03,7.510000000000000000e+03
7.486000000000000000e+03,8.137000000000000000e+03,7.481000000000000000e+03,7.036000000000000000e+03,6.998000000000000000e+03,7.034000000000000000e+03,7.190000000000000000e+03,7.526000000000000000e+03,8.007000000000000000e+03,8.498000000000000000e+03
