4.767000000000000000e+03,7.732000000000000000e+03,8.473000000000000000e+03,7.831000000000000000e+03,7.471000000000000000e+03,7.904000000000000000e+03,7.706000000000000000e+03,7.832000000000000000e+03,7.841000000000000000e+03,8.050000000000000000e+03
8.106000000000000000e+03,7.607000000000000000e+03,8.132000000000000000e+03,7.812000000000000000e+03,7.767000000000000000e+03,7.533000000000000000e+03,7.889000000000000000e+03,8.186000000000000000e+03,8.154000000000000000e+03,8.257000000000000000e+03
8.051000000000000000e+03,7.518000000000000000e+03,7.972000000000000000e+03,7.758000000000000000e+03,7.719000000000000000e+03,7.439000000000000000e+03,7.518000000000000000e+03,7.658000000000000000e+03,7.750000000000000000e+03,7.859000000000000000e+03
8.015000000000000000e+03,7.521000000000000000e+03,7.506000000000000000e+03,7.300000000000000000e+03,7.794000000000000000e+03,7.556000000000000000e+03,7.845000000000000000e+03,7.571000000000000000e+03,7.347000000000000000e+03,7.495000000000000000e+03
7.397000000000000000e+03,7.919000000000000000e+03,7.665000000000000000e+03,7.904000000000000000e+03,8.009000000000000000e+03,7.900000000000000000e+03,7.847000000000000000e+03,8.703000000000000000e+03,7.689000000000000000e+03,7.488000000000000000e+03
7.504000000000000000e+03,7.889000000000000000e+03,7.503000000000000000e+03,7.789000000000000000e+03,8.323000000000000000e+03,8.075000000000000000e+03,8.233000000000000000e+03,8.169000000000000000e+03,8.250000000000000000e+03,7.954000000000000000e+03
7.693000000000000000e+03,7.605000000000000000e+03,7.409000000000000000e+03,7.788000000000000000e+03,7.905000000000000000e+03,8.124000000000000000e+03,8.305000000000000000e+03,7.684000000000000000e+03,7.940000000000000000e+03,7.940000000000000000e+03
8.103000000000000000e+03,7.855000000000000000e+03,7.796000000000000000e+03,7.636000000000000000e+03,7.614000000000000000e+03,7.949000000000000000e+03,8.249000000000000000e+03,7.916000000000000000e+03,7.819000000000000000e+03,7.957000000000000000e+03
8.259000000000000000e+03,7.323000000000000000e+03,7.655000000000000000e+03,7.924000000000000000e+03,8.136000000000000000e+03,7.777000000000000000e+03,8.192000000000000000e+03,8.036000000000000000e+03,8.081000000000000000e+03,8.245000000000000000e+03
8.407000000000000000e+03,8.443000000000000000e+03,7.602000000000000000e+03,7.807000000000000000e+03,7.659000000000000000e+03,7.711000000000000000e+03,8.007000000000000000e+03,8.424000000000000000e+03,8.667000000000000000e+03,8.931000000000000000e+03
