4.378125000000000000e+04,4.725000000000000000e+04,4.078125000000000000e+04,4.265625000000000000e+04,4.853125000000000000e+04,5.243750000000000000e+04,5.659375000000000000e+04,4.190625000000000000e+04,4.178125000000000000e+04,4.171875000000000000e+04,4.600000000000000000e+04,4.978125000000000000e+04,5.303125000000000000e+04,4.775000000000000000e+04,4.446875000000000000e+04,4.409375000000000000e+04,5.356250000000000000e+04,5.806250000000000000e+04,4.506250000000000000e+04,4.281250000000000000e+04,3.968750000000000000e+04,3.656250000000000000e+04,3.681250000000000000e+04,3.675000000000000000e+04,3.656250000000000000e+04,3.409375000000000000e+04,3.743750000000000000e+04,4.121875000000000000e+04,3.643750000000000000e+04,3.506250000000000000e+04,3.690625000000000000e+04,3.412500000000000000e+04,3.456250000000000000e+04,3.475000000000000000e+04,3.571875000000000000e+04,3.384375000000000000e+04,3.406250000000000000e+04,3.487500000000000000e+04,3.606250000000000000e+04,3.465625000000000000e+04,3.446875000000000000e+04,3.265625000000000000e+04,3.396875000000000000e+04,3.678125000000000000e+04,3.909375000000000000e+04,4.396875000000000000e+04,3.928125000000000000e+04,3.756250000000000000e+04,3.950000000000000000e+04,4.303125000000000000e+04
4.868750000000000000e+04,5.100000000000000000e+04,5.331250000000000000e+04,4.496875000000000000e+04,4.434375000000000000e+04,4.678125000000000000e+04,4.396875000000000000e+04,4.331250000000000000e+04,3.850000000000000000e+04,3.990625000000000000e+04,3.965625000000000000e+04,4.393750000000000000e+04,4.506250000000000000e+04,4.346875000000000000e+04,4.284375000000000000e+04,4.506250000000000000e+04,3.606250000000000000e+04,4.134375000000000000e+04,4.528125000000000000e+04,4.578125000000000000e+04,4.478125000000000000e+04,4.053125000000000000e+04,4.071875000000000000e+04,3.468750000000000000e+04,3.675000000000000000e+04,3.784375000000000000e+04,3.878125000000000000e+04,4.396875000000000000e+04,4.203125000000000000e+04,3.790625000000000000e+04,3.853125000000000000e+04,3.862500000000000000e+04,4.459375000000000000e+04,4.862500000000000000e+04,3.453125000000000000e+04,3.440625000000000000e+04,3.409375000000000000e+04,3.268750000000000000e+04,3.609375000000000000e+04,3.459375000000000000e+04,3.600000000000000000e+04,3.296875000000000000e+04,3.309375000000000000e+04,3.515625000000000000e+04,3.706250000000000000e+04,4.106250000000000000e+04,3.634375000000000000e+04,3.631250000000000000e+04,3.631250000000000000e+04,4.196875000000000000e+04
4.065625000000000000e+04,5.534375000000000000e+04,5.000000000000000000e+04,3.987500000000000000e+04,3.831250000000000000e+04,3.778125000000000000e+04,3.800000000000000000e+04,4.143750000000000000e+04,4.609375000000000000e+04,4.587500000000000000e+04,4.906250000000000000e+04,4.128125000000000000e+04,4.181250000000000000e+04,4.362500000000000000e+04,4.400000000000000000e+04,3.975000000000000000e+04,3.678125000000000000e+04,3.678125000000000000e+04,3.725000000000000000e+04,4.121875000000000000e+04,3.843750000000000000e+04,3.518750000000000000e+04,3.493750000000000000e+04,3.309375000000000000e+04,3.596875000000000000e+04,3.662500000000000000e+04,3.625000000000000000e+04,4.240625000000000000e+04,4.462500000000000000e+04,4.262500000000000000e+04,3.978125000000000000e+04,4.662500000000000000e+04,5.481250000000000000e+04,3.915625000000000000e+04,3.378125000000000000e+04,3.318750000000000000e+04,3.409375000000000000e+04,3.337500000000000000e+04,3.309375000000000000e+04,3.415625000000000000e+04,3.246875000000000000e+04,3.243750000000000000e+04,3.306250000000000000e+04,3.337500000000000000e+04,3.340625000000000000e+04,3.221875000000000000e+04,3.415625000000000000e+04,3.284375000000000000e+04,3.418750000000000000e+04,3.540625000000000000e+04
5.140625000000000000e+04,4.284375000000000000e+04,4.162500000000000000e+04,3.831250000000000000e+04,3.596875000000000000e+04,3.981250000000000000e+04,4.731250000000000000e+04,4.818750000000000000e+04,4.753125000000000000e+04,5.931250000000000000e+04,5.393750000000000000e+04,4.740625000000000000e+04,4.390625000000000000e+04,4.709375000000000000e+04,5.112500000000000000e+04,4.218750000000000000e+04,3.809375000000000000e+04,4.028125000000000000e+04,3.684375000000000000e+04,3.596875000000000000e+04,3.662500000000000000e+04,3.509375000000000000e+04,3.396875000000000000e+04,3.525000000000000000e+04,3.865625000000000000e+04,3.534375000000000000e+04,3.621875000000000000e+04,4.046875000000000000e+04,4.075000000000000000e+04,3.934375000000000000e+04,3.921875000000000000e+04,4.521875000000000000e+04,4.437500000000000000e+04,3.746875000000000000e+04,3.428125000000000000e+04,3.421875000000000000e+04,3.325000000000000000e+04,3.225000000000000000e+04,3.221875000000000000e+04,3.218750000000000000e+04,3.168750000000000000e+04,3.206250000000000000e+04,3.268750000000000000e+04,3.418750000000000000e+04,3.356250000000000000e+04,3.340625000000000000e+04,3.231250000000000000e+04,3.237500000000000000e+04,3.053125000000000000e+04,3.309375000000000000e+04
3.971875000000000000e+04,4.625000000000000000e+04,4.171875000000000000e+04,3.837500000000000000e+04,3.715625000000000000e+04,4.050000000000000000e+04,3.940625000000000000e+04,4.115625000000000000e+04,4.112500000000000000e+04,5.525000000000000000e+04,5.884375000000000000e+04,5.043750000000000000e+04,4.831250000000000000e+04,6.428125000000000000e+04,6.196875000000000000e+04,5.103125000000000000e+04,3.818750000000000000e+04,3.875000000000000000e+04,3.459375000000000000e+04,3.665625000000000000e+04,3.543750000000000000e+04,3.418750000000000000e+04,3.409375000000000000e+04,3.537500000000000000e+04,3.584375000000000000e+04,3.596875000000000000e+04,3.509375000000000000e+04,3.409375000000000000e+04,3.568750000000000000e+04,3.575000000000000000e+04,3.634375000000000000e+04,3.712500000000000000e+04,3.709375000000000000e+04,3.531250000000000000e+04,3.621875000000000000e+04,3.475000000000000000e+04,3.306250000000000000e+04,3.159375000000000000e+04,3.400000000000000000e+04,3.365625000000000000e+04,3.425000000000000000e+04,3.265625000000000000e+04,3.231250000000000000e+04,3.403125000000000000e+04,3.109375000000000000e+04,3.234375000000000000e+04,3.343750000000000000e+04,3.234375000000000000e+04,3.259375000000000000e+04,3.312500000000000000e+04
3.334375000000000000e+04,4.146875000000000000e+04,3.693750000000000000e+04,3.690625000000000000e+04,3.709375000000000000e+04,3.634375000000000000e+04,3.784375000000000000e+04,3.868750000000000000e+04,4.328125000000000000e+04,4.750000000000000000e+04,4.484375000000000000e+04,4.625000000000000000e+04,4.090625000000000000e+04,4.459375000000000000e+04,4.090625000000000000e+04,3.850000000000000000e+04,3.543750000000000000e+04,3.575000000000000000e+04,3.637500000000000000e+04,3.500000000000000000e+04,3.578125000000000000e+04,3.493750000000000000e+04,3.565625000000000000e+04,3.600000000000000000e+04,3.212500000000000000e+04,3.340625000000000000e+04,3.381250000000000000e+04,3.425000000000000000e+04,3.468750000000000000e+04,3.540625000000000000e+04,3.268750000000000000e+04,3.353125000000000000e+04,3.812500000000000000e+04,3.903125000000000000e+04,3.828125000000000000e+04,3.453125000000000000e+04,3.428125000000000000e+04,3.293750000000000000e+04,3.190625000000000000e+04,3.337500000000000000e+04,3.240625000000000000e+04,3.296875000000000000e+04,3.134375000000000000e+04,3.550000000000000000e+04,3.350000000000000000e+04,3.340625000000000000e+04,3.337500000000000000e+04,3.531250000000000000e+04,3.315625000000000000e+04,3.306250000000000000e+04
3.693750000000000000e+04,3.843750000000000000e+04,3.550000000000000000e+04,3.918750000000000000e+04,3.878125000000000000e+04,3.996875000000000000e+04,3.775000000000000000e+04,3.818750000000000000e+04,3.918750000000000000e+04,3.725000000000000000e+04,5.018750000000000000e+04,5.034375000000000000e+04,4.243750000000000000e+04,3.950000000000000000e+04,3.800000000000000000e+04,3.496875000000000000e+04,3.571875000000000000e+04,3.340625000000000000e+04,3.618750000000000000e+04,3.506250000000000000e+04,3.671875000000000000e+04,3.406250000000000000e+04,3.406250000000000000e+04,3.368750000000000000e+04,3.378125000000000000e+04,3.325000000000000000e+04,3.531250000000000000e+04,3.390625000000000000e+04,3.375000000000000000e+04,3.756250000000000000e+04,3.725000000000000000e+04,3.653125000000000000e+04,3.650000000000000000e+04,3.584375000000000000e+04,3.815625000000000000e+04,3.656250000000000000e+04,3.509375000000000000e+04,3.556250000000000000e+04,3.712500000000000000e+04,3.434375000000000000e+04,3.018750000000000000e+04,3.243750000000000000e+04,3.271875000000000000e+04,3.328125000000000000e+04,3.287500000000000000e+04,3.565625000000000000e+04,3.912500000000000000e+04,4.000000000000000000e+04,3.743750000000000000e+04,3.465625000000000000e+04
4.028125000000000000e+04,4.296875000000000000e+04,3.943750000000000000e+04,3.887500000000000000e+04,3.846875000000000000e+04,3.553125000000000000e+04,3.834375000000000000e+04,3.487500000000000000e+04,3.856250000000000000e+04,3.690625000000000000e+04,5.653125000000000000e+04,5.743750000000000000e+04,3.878125000000000000e+04,3.940625000000000000e+04,3.690625000000000000e+04,3.484375000000000000e+04,3.565625000000000000e+04,3.531250000000000000e+04,3.606250000000000000e+04,3.703125000000000000e+04,3.618750000000000000e+04,3.693750000000000000e+04,3.365625000000000000e+04,3.253125000000000000e+04,3.321875000000000000e+04,3.303125000000000000e+04,3.334375000000000000e+04,3.334375000000000000e+04,3.343750000000000000e+04,3.618750000000000000e+04,4.506250000000000000e+04,4.262500000000000000e+04,3.859375000000000000e+04,3.381250000000000000e+04,3.528125000000000000e+04,3.509375000000000000e+04,3.596875000000000000e+04,3.556250000000000000e+04,3.553125000000000000e+04,3.584375000000000000e+04,3.359375000000000000e+04,3.243750000000000000e+04,3.309375000000000000e+04,3.340625000000000000e+04,3.703125000000000000e+04,3.650000000000000000e+04,4.006250000000000000e+04,3.696875000000000000e+04,3.896875000000000000e+04,3.556250000000000000e+04
4.290625000000000000e+04,4.996875000000000000e+04,4.509375000000000000e+04,3.528125000000000000e+04,3.831250000000000000e+04,3.303125000000000000e+04,3.637500000000000000e+04,3.581250000000000000e+04,3.968750000000000000e+04,4.346875000000000000e+04,5.109375000000000000e+04,5.500000000000000000e+04,4.428125000000000000e+04,3.665625000000000000e+04,3.493750000000000000e+04,3.606250000000000000e+04,3.706250000000000000e+04,3.600000000000000000e+04,4.868750000000000000e+04,4.790625000000000000e+04,3.415625000000000000e+04,3.290625000000000000e+04,3.465625000000000000e+04,3.415625000000000000e+04,3.384375000000000000e+04,3.425000000000000000e+04,3.503125000000000000e+04,3.409375000000000000e+04,3.618750000000000000e+04,4.962500000000000000e+04,5.484375000000000000e+04,4.612500000000000000e+04,3.503125000000000000e+04,3.390625000000000000e+04,3.531250000000000000e+04,3.515625000000000000e+04,4.193750000000000000e+04,3.921875000000000000e+04,3.434375000000000000e+04,3.484375000000000000e+04,3.212500000000000000e+04,3.506250000000000000e+04,3.093750000000000000e+04,3.356250000000000000e+04,3.662500000000000000e+04,3.796875000000000000e+04,3.818750000000000000e+04,3.659375000000000000e+04,3.550000000000000000e+04,3.378125000000000000e+04
3.634375000000000000e+04,5.103125000000000000e+04,4.121875000000000000e+04,3.715625000000000000e+04,3.759375000000000000e+04,3.559375000000000000e+04,3.465625000000000000e+04,3.662500000000000000e+04,3.684375000000000000e+04,3.925000000000000000e+04,3.840625000000000000e+04,3.931250000000000000e+04,3.775000000000000000e+04,3.965625000000000000e+04,3.843750000000000000e+04,3.665625000000000000e+04,3.684375000000000000e+04,3.456250000000000000e+04,3.518750000000000000e+04,4.425000000000000000e+04,4.412500000000000000e+04,3.803125000000000000e+04,3.437500000000000000e+04,3.575000000000000000e+04,3.396875000000000000e+04,3.309375000000000000e+04,3.415625000000000000e+04,3.221875000000000000e+04,3.325000000000000000e+04,3.784375000000000000e+04,4.168750000000000000e+04,4.696875000000000000e+04,4.184375000000000000e+04,3.456250000000000000e+04,3.462500000000000000e+04,3.781250000000000000e+04,4.456250000000000000e+04,4.637500000000000000e+04,3.900000000000000000e+04,3.550000000000000000e+04,3.462500000000000000e+04,3.293750000000000000e+04,3.268750000000000000e+04,3.231250000000000000e+04,3.218750000000000000e+04,3.487500000000000000e+04,3.565625000000000000e+04,3.512500000000000000e+04,3.393750000000000000e+04,3.171875000000000000e+04
