4.903000000000000000e+03,7.498000000000000000e+03,6.283000000000000000e+03,6.466000000000000000e+03,7.694000000000000000e+03,7.303000000000000000e+03,6.366000000000000000e+03,6.223000000000000000e+03,6.356000000000000000e+03,6.316000000000000000e+03,6.565000000000000000e+03,6.687000000000000000e+03,1.095000000000000000e+04,9.271000000000000000e+03,6.380000000000000000e+03,6.380000000000000000e+03,6.815000000000000000e+03,6.748000000000000000e+03,6.283000000000000000e+03,6.406000000000000000e+03,6.496000000000000000e+03,6.502000000000000000e+03,6.906000000000000000e+03,6.820000000000000000e+03,6.883000000000000000e+03,7.583000000000000000e+03,6.803000000000000000e+03,7.100000000000000000e+03,7.017000000000000000e+03,6.612000000000000000e+03,7.039000000000000000e+03,7.293000000000000000e+03,6.520000000000000000e+03,6.360000000000000000e+03,7.033000000000000000e+03,8.524000000000000000e+03,8.577000000000000000e+03,8.304000000000000000e+03,7.883000000000000000e+03,7.353000000000000000e+03
7.806000000000000000e+03,5.731000000000000000e+03,5.332000000000000000e+03,5.418000000000000000e+03,7.085000000000000000e+03,5.756000000000000000e+03,5.921000000000000000e+03,5.884000000000000000e+03,5.783000000000000000e+03,6.052000000000000000e+03,6.192000000000000000e+03,6.871000000000000000e+03,1.140400000000000000e+04,9.150000000000000000e+03,6.146000000000000000e+03,6.259000000000000000e+03,6.127000000000000000e+03,6.130000000000000000e+03,6.083000000000000000e+03,6.101000000000000000e+03,6.334000000000000000e+03,6.263000000000000000e+03,6.450000000000000000e+03,6.738000000000000000e+03,6.457000000000000000e+03,6.625000000000000000e+03,6.343000000000000000e+03,7.046000000000000000e+03,7.218000000000000000e+03,6.760000000000000000e+03,6.852000000000000000e+03,6.960000000000000000e+03,7.285000000000000000e+03,7.368000000000000000e+03,8.053000000000000000e+03,9.259000000000000000e+03,9.685000000000000000e+03,8.895000000000000000e+03,8.525000000000000000e+03,8.299000000000000000e+03
8.789000000000000000e+03,6.349000000000000000e+03,6.203000000000000000e+03,6.340000000000000000e+03,6.062000000000000000e+03,5.918000000000000000e+03,6.189000000000000000e+03,6.045000000000000000e+03,5.858000000000000000e+03,6.131000000000000000e+03,6.137000000000000000e+03,6.157000000000000000e+03,8.551000000000000000e+03,1.477000000000000000e+04,8.931000000000000000e+03,6.373000000000000000e+03,6.214000000000000000e+03,6.039000000000000000e+03,6.179000000000000000e+03,5.972000000000000000e+03,6.314000000000000000e+03,6.385000000000000000e+03,6.353000000000000000e+03,6.341000000000000000e+03,6.319000000000000000e+03,6.385000000000000000e+03,6.338000000000000000e+03,6.503000000000000000e+03,6.815000000000000000e+03,6.795000000000000000e+03,6.859000000000000000e+03,6.806000000000000000e+03,7.178000000000000000e+03,7.649000000000000000e+03,8.035000000000000000e+03,9.161000000000000000e+03,9.871000000000000000e+03,9.033000000000000000e+03,8.281000000000000000e+03,8.736000000000000000e+03
9.552000000000000000e+03,7.436000000000000000e+03,6.059000000000000000e+03,6.017000000000000000e+03,5.986000000000000000e+03,6.001000000000000000e+03,5.997000000000000000e+03,6.019000000000000000e+03,5.985000000000000000e+03,6.103000000000000000e+03,6.222000000000000000e+03,6.043000000000000000e+03,6.525000000000000000e+03,7.690000000000000000e+03,6.267000000000000000e+03,6.164000000000000000e+03,6.101000000000000000e+03,6.050000000000000000e+03,5.945000000000000000e+03,5.976000000000000000e+03,6.279000000000000000e+03,6.106000000000000000e+03,6.507000000000000000e+03,6.563000000000000000e+03,6.374000000000000000e+03,6.479000000000000000e+03,6.525000000000000000e+03,6.380000000000000000e+03,6.789000000000000000e+03,6.841000000000000000e+03,6.811000000000000000e+03,6.848000000000000000e+03,7.136000000000000000e+03,7.578000000000000000e+03,8.405000000000000000e+03,9.310000000000000000e+03,9.724000000000000000e+03,9.191000000000000000e+03,8.446000000000000000e+03,8.425000000000000000e+03
8.964000000000000000e+03,5.944000000000000000e+03,5.835000000000000000e+03,6.162000000000000000e+03,5.963000000000000000e+03,6.269000000000000000e+03,6.329000000000000000e+03,6.071000000000000000e+03,5.824000000000000000e+03,6.139000000000000000e+03,6.411000000000000000e+03,6.109000000000000000e+03,6.384000000000000000e+03,6.654000000000000000e+03,6.208000000000000000e+03,5.937000000000000000e+03,6.034000000000000000e+03,6.047000000000000000e+03,6.455000000000000000e+03,6.299000000000000000e+03,6.338000000000000000e+03,6.236000000000000000e+03,6.307000000000000000e+03,6.569000000000000000e+03,6.498000000000000000e+03,6.464000000000000000e+03,6.488000000000000000e+03,6.464000000000000000e+03,6.708000000000000000e+03,6.686000000000000000e+03,6.951000000000000000e+03,6.879000000000000000e+03,7.146000000000000000e+03,7.652000000000000000e+03,8.255000000000000000e+03,9.237000000000000000e+03,9.855000000000000000e+03,9.262000000000000000e+03,8.427000000000000000e+03,8.460000000000000000e+03
8.767000000000000000e+03,6.064000000000000000e+03,6.008000000000000000e+03,6.081000000000000000e+03,6.382000000000000000e+03,7.501000000000000000e+03,6.204000000000000000e+03,8.857000000000000000e+03,7.364000000000000000e+03,5.998000000000000000e+03,6.286000000000000000e+03,6.196000000000000000e+03,6.473000000000000000e+03,6.530000000000000000e+03,6.132000000000000000e+03,6.163000000000000000e+03,6.033000000000000000e+03,6.081000000000000000e+03,6.374000000000000000e+03,6.033000000000000000e+03,5.984000000000000000e+03,6.188000000000000000e+03,6.306000000000000000e+03,6.681000000000000000e+03,9.764000000000000000e+03,9.471000000000000000e+03,6.646000000000000000e+03,6.408000000000000000e+03,6.585000000000000000e+03,6.646000000000000000e+03,6.831000000000000000e+03,6.873000000000000000e+03,6.992000000000000000e+03,7.773000000000000000e+03,8.153000000000000000e+03,8.998000000000000000e+03,9.909000000000000000e+03,9.182000000000000000e+03,8.387000000000000000e+03,8.558000000000000000e+03
8.590000000000000000e+03,6.300000000000000000e+03,6.194000000000000000e+03,5.964000000000000000e+03,6.162000000000000000e+03,6.001000000000000000e+03,6.004000000000000000e+03,1.351900000000000000e+04,7.516000000000000000e+03,6.402000000000000000e+03,6.612000000000000000e+03,6.265000000000000000e+03,6.123000000000000000e+03,6.236000000000000000e+03,6.147000000000000000e+03,6.256000000000000000e+03,6.216000000000000000e+03,6.169000000000000000e+03,6.165000000000000000e+03,6.123000000000000000e+03,6.096000000000000000e+03,6.172000000000000000e+03,6.438000000000000000e+03,6.752000000000000000e+03,1.115400000000000000e+04,1.041800000000000000e+04,6.747000000000000000e+03,6.379000000000000000e+03,6.497000000000000000e+03,6.797000000000000000e+03,6.831000000000000000e+03,6.912000000000000000e+03,6.992000000000000000e+03,7.608000000000000000e+03,8.173000000000000000e+03,8.810000000000000000e+03,9.404000000000000000e+03,9.018000000000000000e+03,8.421000000000000000e+03,8.246000000000000000e+03
8.521000000000000000e+03,6.036000000000000000e+03,5.858000000000000000e+03,5.952000000000000000e+03,6.018000000000000000e+03,5.834000000000000000e+03,5.872000000000000000e+03,6.223000000000000000e+03,5.980000000000000000e+03,6.049000000000000000e+03,6.083000000000000000e+03,6.122000000000000000e+03,6.049000000000000000e+03,6.240000000000000000e+03,6.071000000000000000e+03,6.354000000000000000e+03,6.702000000000000000e+03,6.357000000000000000e+03,5.927000000000000000e+03,5.851000000000000000e+03,6.102000000000000000e+03,6.052000000000000000e+03,6.370000000000000000e+03,6.386000000000000000e+03,6.815000000000000000e+03,6.632000000000000000e+03,6.369000000000000000e+03,6.415000000000000000e+03,6.262000000000000000e+03,6.599000000000000000e+03,6.717000000000000000e+03,7.018000000000000000e+03,7.082000000000000000e+03,7.473000000000000000e+03,8.019000000000000000e+03,8.644000000000000000e+03,9.304000000000000000e+03,8.999000000000000000e+03,8.124000000000000000e+03,8.171000000000000000e+03
8.486000000000000000e+03,6.205000000000000000e+03,6.110000000000000000e+03,5.868000000000000000e+03,6.318000000000000000e+03,6.012000000000000000e+03,5.883000000000000000e+03,6.091000000000000000e+03,6.012000000000000000e+03,5.913000000000000000e+03,6.251000000000000000e+03,6.514000000000000000e+03,6.811000000000000000e+03,6.285000000000000000e+03,6.062000000000000000e+03,6.302000000000000000e+03,7.058000000000000000e+03,6.589000000000000000e+03,5.970000000000000000e+03,6.100000000000000000e+03,6.203000000000000000e+03,6.205000000000000000e+03,6.284000000000000000e+03,6.498000000000000000e+03,6.522000000000000000e+03,6.592000000000000000e+03,6.362000000000000000e+03,6.469000000000000000e+03,6.540000000000000000e+03,6.617000000000000000e+03,6.982000000000000000e+03,7.102000000000000000e+03,7.009000000000000000e+03,7.457000000000000000e+03,8.001000000000000000e+03,8.682000000000000000e+03,9.163000000000000000e+03,8.630000000000000000e+03,8.305000000000000000e+03,7.970000000000000000e+03
8.654000000000000000e+03,5.971000000000000000e+03,6.055000000000000000e+03,6.948000000000000000e+03,6.818000000000000000e+03,5.956000000000000000e+03,5.915000000000000000e+03,6.005000000000000000e+03,6.159000000000000000e+03,6.293000000000000000e+03,6.258000000000000000e+03,6.631000000000000000e+03,6.600000000000000000e+03,6.238000000000000000e+03,6.116000000000000000e+03,6.292000000000000000e+03,6.269000000000000000e+03,5.947000000000000000e+03,5.911000000000000000e+03,6.121000000000000000e+03,6.227000000000000000e+03,6.342000000000000000e+03,6.131000000000000000e+03,6.357000000000000000e+03,6.346000000000000000e+03,6.540000000000000000e+03,6.450000000000000000e+03,6.723000000000000000e+03,6.523000000000000000e+03,6.601000000000000000e+03,6.733000000000000000e+03,6.820000000000000000e+03,6.918000000000000000e+03,7.277000000000000000e+03,7.839000000000000000e+03,8.610000000000000000e+03,8.984000000000000000e+03,8.874000000000000000e+03,8.398000000000000000e+03,8.253000000000000000e+03
