1.584375000000000000e+04,2.478125000000000000e+04,2.396875000000000000e+04,2.528125000000000000e+04,2.453125000000000000e+04,2.331250000000000000e+04,2.606250000000000000e+04,3.356250000000000000e+04,3.756250000000000000e+04,2.221875000000000000e+04,2.243750000000000000e+04,2.296875000000000000e+04,2.350000000000000000e+04,2.118750000000000000e+04,2.209375000000000000e+04,2.206250000000000000e+04,2.325000000000000000e+04,2.387500000000000000e+04,2.290625000000000000e+04,2.546875000000000000e+04,2.562500000000000000e+04,3.050000000000000000e+04,2.921875000000000000e+04,2.565625000000000000e+04,2.265625000000000000e+04,2.300000000000000000e+04,1.943750000000000000e+04,2.346875000000000000e+04,2.259375000000000000e+04,2.359375000000000000e+04,2.303125000000000000e+04,2.334375000000000000e+04,2.256250000000000000e+04,2.134375000000000000e+04,2.287500000000000000e+04,2.193750000000000000e+04,2.093750000000000000e+04,2.034375000000000000e+04,2.253125000000000000e+04,2.318750000000000000e+04,2.496875000000000000e+04,2.400000000000000000e+04,2.293750000000000000e+04,2.118750000000000000e+04,2.081250000000000000e+04,2.003125000000000000e+04,2.000000000000000000e+04,2.090625000000000000e+04,2.103125000000000000e+04,2.043750000000000000e+04,1.937500000000000000e+04,2.168750000000000000e+04,2.084375000000000000e+04,2.000000000000000000e+04,1.871875000000000000e+04,1.996875000000000000e+04,1.950000000000000000e+04,2.137500000000000000e+04,2.181250000000000000e+04,2.121875000000000000e+04,2.231250000000000000e+04,2.103125000000000000e+04,2.262500000000000000e+04,2.193750000000000000e+04,2.175000000000000000e+04,2.234375000000000000e+04,2.209375000000000000e+04,2.350000000000000000e+04,2.112500000000000000e+04,2.259375000000000000e+04,2.312500000000000000e+04,2.337500000000000000e+04,2.225000000000000000e+04,2.196875000000000000e+04,2.171875000000000000e+04,2.109375000000000000e+04,2.253125000000000000e+04,2.021875000000000000e+04,2.243750000000000000e+04,2.371875000000000000e+04
2.475000000000000000e+04,2.309375000000000000e+04,2.475000000000000000e+04,2.500000000000000000e+04,2.446875000000000000e+04,2.243750000000000000e+04,3.656250000000000000e+04,7.671875000000000000e+04,6.550000000000000000e+04,2.090625000000000000e+04,2.143750000000000000e+04,1.987500000000000000e+04,2.084375000000000000e+04,1.971875000000000000e+04,1.984375000000000000e+04,2.031250000000000000e+04,1.981250000000000000e+04,2.090625000000000000e+04,2.237500000000000000e+04,2.434375000000000000e+04,2.618750000000000000e+04,2.787500000000000000e+04,2.468750000000000000e+04,2.403125000000000000e+04,2.218750000000000000e+04,1.959375000000000000e+04,2.065625000000000000e+04,1.987500000000000000e+04,2.028125000000000000e+04,1.843750000000000000e+04,1.890625000000000000e+04,1.912500000000000000e+04,1.871875000000000000e+04,1.859375000000000000e+04,1.968750000000000000e+04,1.787500000000000000e+04,1.971875000000000000e+04,1.921875000000000000e+04,2.009375000000000000e+04,2.028125000000000000e+04,2.106250000000000000e+04,2.059375000000000000e+04,2.040625000000000000e+04,2.121875000000000000e+04,1.971875000000000000e+04,2.065625000000000000e+04,2.071875000000000000e+04,1.975000000000000000e+04,2.015625000000000000e+04,1.909375000000000000e+04,1.984375000000000000e+04,1.940625000000000000e+04,1.893750000000000000e+04,1.818750000000000000e+04,1.915625000000000000e+04,1.881250000000000000e+04,1.953125000000000000e+04,2.021875000000000000e+04,2.106250000000000000e+04,1.912500000000000000e+04,2.046875000000000000e+04,2.156250000000000000e+04,2.068750000000000000e+04,2.028125000000000000e+04,1.940625000000000000e+04,1.959375000000000000e+04,2.050000000000000000e+04,2.087500000000000000e+04,1.975000000000000000e+04,2.006250000000000000e+04,2.018750000000000000e+04,2.109375000000000000e+04,2.068750000000000000e+04,2.112500000000000000e+04,2.218750000000000000e+04,2.171875000000000000e+04,2.159375000000000000e+04,2.393750000000000000e+04,2.212500000000000000e+04,2.412500000000000000e+04
2.293750000000000000e+04,2.459375000000000000e+04,2.171875000000000000e+04,2.646875000000000000e+04,2.750000000000000000e+04,2.287500000000000000e+04,2.912500000000000000e+04,5.825000000000000000e+04,4.784375000000000000e+04,3.453125000000000000e+04,1.912500000000000000e+04,2.109375000000000000e+04,2.190625000000000000e+04,2.093750000000000000e+04,1.906250000000000000e+04,1.921875000000000000e+04,2.140625000000000000e+04,2.084375000000000000e+04,2.321875000000000000e+04,2.518750000000000000e+04,2.218750000000000000e+04,2.343750000000000000e+04,2.212500000000000000e+04,2.015625000000000000e+04,1.968750000000000000e+04,2.003125000000000000e+04,1.878125000000000000e+04,1.940625000000000000e+04,2.040625000000000000e+04,1.803125000000000000e+04,2.018750000000000000e+04,1.756250000000000000e+04,2.018750000000000000e+04,1.937500000000000000e+04,2.043750000000000000e+04,2.087500000000000000e+04,2.165625000000000000e+04,2.012500000000000000e+04,2.218750000000000000e+04,2.053125000000000000e+04,1.928125000000000000e+04,2.303125000000000000e+04,1.993750000000000000e+04,1.993750000000000000e+04,2.100000000000000000e+04,1.756250000000000000e+04,1.806250000000000000e+04,1.800000000000000000e+04,1.993750000000000000e+04,1.806250000000000000e+04,1.943750000000000000e+04,1.912500000000000000e+04,1.893750000000000000e+04,1.931250000000000000e+04,1.943750000000000000e+04,1.925000000000000000e+04,1.931250000000000000e+04,1.918750000000000000e+04,1.850000000000000000e+04,2.059375000000000000e+04,2.278125000000000000e+04,2.106250000000000000e+04,2.125000000000000000e+04,2.137500000000000000e+04,2.134375000000000000e+04,2.293750000000000000e+04,2.221875000000000000e+04,2.065625000000000000e+04,1.878125000000000000e+04,2.365625000000000000e+04,2.256250000000000000e+04,2.300000000000000000e+04,2.231250000000000000e+04,2.403125000000000000e+04,2.146875000000000000e+04,2.018750000000000000e+04,2.187500000000000000e+04,2.237500000000000000e+04,1.925000000000000000e+04,2.056250000000000000e+04
2.209375000000000000e+04,2.396875000000000000e+04,4.040625000000000000e+04,4.150000000000000000e+04,3.112500000000000000e+04,2.365625000000000000e+04,2.481250000000000000e+04,2.953125000000000000e+04,3.006250000000000000e+04,2.312500000000000000e+04,2.271875000000000000e+04,2.153125000000000000e+04,2.353125000000000000e+04,2.428125000000000000e+04,2.587500000000000000e+04,2.200000000000000000e+04,1.825000000000000000e+04,1.831250000000000000e+04,2.093750000000000000e+04,2.396875000000000000e+04,1.984375000000000000e+04,1.846875000000000000e+04,1.900000000000000000e+04,1.956250000000000000e+04,1.778125000000000000e+04,1.965625000000000000e+04,1.953125000000000000e+04,1.809375000000000000e+04,1.656250000000000000e+04,1.750000000000000000e+04,1.806250000000000000e+04,2.081250000000000000e+04,1.937500000000000000e+04,2.084375000000000000e+04,2.046875000000000000e+04,1.918750000000000000e+04,1.825000000000000000e+04,1.918750000000000000e+04,1.746875000000000000e+04,1.915625000000000000e+04,2.059375000000000000e+04,1.928125000000000000e+04,1.850000000000000000e+04,1.846875000000000000e+04,1.906250000000000000e+04,1.831250000000000000e+04,1.931250000000000000e+04,1.968750000000000000e+04,1.884375000000000000e+04,1.953125000000000000e+04,1.943750000000000000e+04,2.071875000000000000e+04,1.921875000000000000e+04,2.112500000000000000e+04,1.740625000000000000e+04,2.106250000000000000e+04,1.884375000000000000e+04,2.018750000000000000e+04,1.806250000000000000e+04,1.990625000000000000e+04,1.906250000000000000e+04,2.168750000000000000e+04,2.037500000000000000e+04,2.040625000000000000e+04,2.046875000000000000e+04,2.056250000000000000e+04,2.034375000000000000e+04,2.153125000000000000e+04,2.018750000000000000e+04,2.071875000000000000e+04,1.937500000000000000e+04,1.971875000000000000e+04,2.009375000000000000e+04,2.090625000000000000e+04,1.915625000000000000e+04,2.425000000000000000e+04,2.231250000000000000e+04,2.312500000000000000e+04,2.034375000000000000e+04,2.259375000000000000e+04
2.359375000000000000e+04,2.793750000000000000e+04,3.378125000000000000e+04,3.525000000000000000e+04,3.434375000000000000e+04,3.690625000000000000e+04,2.437500000000000000e+04,2.200000000000000000e+04,1.856250000000000000e+04,1.978125000000000000e+04,1.937500000000000000e+04,2.128125000000000000e+04,2.156250000000000000e+04,2.315625000000000000e+04,2.187500000000000000e+04,2.203125000000000000e+04,1.946875000000000000e+04,2.031250000000000000e+04,1.896875000000000000e+04,2.034375000000000000e+04,1.840625000000000000e+04,1.806250000000000000e+04,2.037500000000000000e+04,1.600000000000000000e+04,1.771875000000000000e+04,1.753125000000000000e+04,2.212500000000000000e+04,2.790625000000000000e+04,2.509375000000000000e+04,2.278125000000000000e+04,2.059375000000000000e+04,2.046875000000000000e+04,1.887500000000000000e+04,1.990625000000000000e+04,1.912500000000000000e+04,1.846875000000000000e+04,1.871875000000000000e+04,2.056250000000000000e+04,2.075000000000000000e+04,2.046875000000000000e+04,1.928125000000000000e+04,1.893750000000000000e+04,2.071875000000000000e+04,1.931250000000000000e+04,1.928125000000000000e+04,2.121875000000000000e+04,1.837500000000000000e+04,1.796875000000000000e+04,1.771875000000000000e+04,1.868750000000000000e+04,1.878125000000000000e+04,1.900000000000000000e+04,1.918750000000000000e+04,1.996875000000000000e+04,2.018750000000000000e+04,2.512500000000000000e+04,3.100000000000000000e+04,2.296875000000000000e+04,2.015625000000000000e+04,2.028125000000000000e+04,1.887500000000000000e+04,1.959375000000000000e+04,1.950000000000000000e+04,1.771875000000000000e+04,1.953125000000000000e+04,2.187500000000000000e+04,1.931250000000000000e+04,2.134375000000000000e+04,2.103125000000000000e+04,2.090625000000000000e+04,2.062500000000000000e+04,2.087500000000000000e+04,1.928125000000000000e+04,2.109375000000000000e+04,2.068750000000000000e+04,2.196875000000000000e+04,2.143750000000000000e+04,2.100000000000000000e+04,2.050000000000000000e+04,2.025000000000000000e+04
2.387500000000000000e+04,2.096875000000000000e+04,2.443750000000000000e+04,2.490625000000000000e+04,3.465625000000000000e+04,4.800000000000000000e+04,3.131250000000000000e+04,2.215625000000000000e+04,2.150000000000000000e+04,1.909375000000000000e+04,1.784375000000000000e+04,2.165625000000000000e+04,2.418750000000000000e+04,2.787500000000000000e+04,4.240625000000000000e+04,3.400000000000000000e+04,2.093750000000000000e+04,2.068750000000000000e+04,1.884375000000000000e+04,2.025000000000000000e+04,1.790625000000000000e+04,1.784375000000000000e+04,1.590625000000000000e+04,1.756250000000000000e+04,1.800000000000000000e+04,1.806250000000000000e+04,2.375000000000000000e+04,3.237500000000000000e+04,3.234375000000000000e+04,2.200000000000000000e+04,2.250000000000000000e+04,2.075000000000000000e+04,2.221875000000000000e+04,2.075000000000000000e+04,1.934375000000000000e+04,1.978125000000000000e+04,1.890625000000000000e+04,1.846875000000000000e+04,2.050000000000000000e+04,1.987500000000000000e+04,1.996875000000000000e+04,1.928125000000000000e+04,1.928125000000000000e+04,1.893750000000000000e+04,1.987500000000000000e+04,2.090625000000000000e+04,1.953125000000000000e+04,1.962500000000000000e+04,1.928125000000000000e+04,1.850000000000000000e+04,1.875000000000000000e+04,1.959375000000000000e+04,1.931250000000000000e+04,1.884375000000000000e+04,2.362500000000000000e+04,2.334375000000000000e+04,6.193750000000000000e+04,2.668750000000000000e+04,1.890625000000000000e+04,1.756250000000000000e+04,1.909375000000000000e+04,2.043750000000000000e+04,2.000000000000000000e+04,1.968750000000000000e+04,1.900000000000000000e+04,1.937500000000000000e+04,2.156250000000000000e+04,2.031250000000000000e+04,2.009375000000000000e+04,1.990625000000000000e+04,2.068750000000000000e+04,1.968750000000000000e+04,2.184375000000000000e+04,2.081250000000000000e+04,2.306250000000000000e+04,2.371875000000000000e+04,2.159375000000000000e+04,2.168750000000000000e+04,2.087500000000000000e+04,2.087500000000000000e+04
2.259375000000000000e+04,2.296875000000000000e+04,2.243750000000000000e+04,2.128125000000000000e+04,3.068750000000000000e+04,4.112500000000000000e+04,3.831250000000000000e+04,3.059375000000000000e+04,1.890625000000000000e+04,1.812500000000000000e+04,1.912500000000000000e+04,1.865625000000000000e+04,2.134375000000000000e+04,3.537500000000000000e+04,6.365625000000000000e+04,5.309375000000000000e+04,2.946875000000000000e+04,1.931250000000000000e+04,2.365625000000000000e+04,2.290625000000000000e+04,2.406250000000000000e+04,2.587500000000000000e+04,2.443750000000000000e+04,2.190625000000000000e+04,1.878125000000000000e+04,2.056250000000000000e+04,2.181250000000000000e+04,4.075000000000000000e+04,4.256250000000000000e+04,3.915625000000000000e+04,2.543750000000000000e+04,2.478125000000000000e+04,2.353125000000000000e+04,1.856250000000000000e+04,1.981250000000000000e+04,1.790625000000000000e+04,2.003125000000000000e+04,1.856250000000000000e+04,1.784375000000000000e+04,1.781250000000000000e+04,1.871875000000000000e+04,1.850000000000000000e+04,1.893750000000000000e+04,1.853125000000000000e+04,1.962500000000000000e+04,1.893750000000000000e+04,1.843750000000000000e+04,1.871875000000000000e+04,1.768750000000000000e+04,1.812500000000000000e+04,1.809375000000000000e+04,1.900000000000000000e+04,1.925000000000000000e+04,1.965625000000000000e+04,2.156250000000000000e+04,3.896875000000000000e+04,5.378125000000000000e+04,2.815625000000000000e+04,1.990625000000000000e+04,1.975000000000000000e+04,1.790625000000000000e+04,1.765625000000000000e+04,1.715625000000000000e+04,1.878125000000000000e+04,2.021875000000000000e+04,1.865625000000000000e+04,1.959375000000000000e+04,1.925000000000000000e+04,2.087500000000000000e+04,2.056250000000000000e+04,1.946875000000000000e+04,2.028125000000000000e+04,1.981250000000000000e+04,2.084375000000000000e+04,2.153125000000000000e+04,2.109375000000000000e+04,2.109375000000000000e+04,2.350000000000000000e+04,2.156250000000000000e+04,2.093750000000000000e+04
2.031250000000000000e+04,2.081250000000000000e+04,2.153125000000000000e+04,2.028125000000000000e+04,2.281250000000000000e+04,2.665625000000000000e+04,2.321875000000000000e+04,1.868750000000000000e+04,1.856250000000000000e+04,1.934375000000000000e+04,2.075000000000000000e+04,1.900000000000000000e+04,1.987500000000000000e+04,2.231250000000000000e+04,3.475000000000000000e+04,2.675000000000000000e+04,2.050000000000000000e+04,1.796875000000000000e+04,1.959375000000000000e+04,1.925000000000000000e+04,1.712500000000000000e+04,1.925000000000000000e+04,1.756250000000000000e+04,2.121875000000000000e+04,1.803125000000000000e+04,1.934375000000000000e+04,2.196875000000000000e+04,3.221875000000000000e+04,2.984375000000000000e+04,3.300000000000000000e+04,3.525000000000000000e+04,3.196875000000000000e+04,2.756250000000000000e+04,2.037500000000000000e+04,2.062500000000000000e+04,2.075000000000000000e+04,1.771875000000000000e+04,1.653125000000000000e+04,1.684375000000000000e+04,1.859375000000000000e+04,2.071875000000000000e+04,1.890625000000000000e+04,1.940625000000000000e+04,1.921875000000000000e+04,1.771875000000000000e+04,1.881250000000000000e+04,1.962500000000000000e+04,1.850000000000000000e+04,1.915625000000000000e+04,1.753125000000000000e+04,1.959375000000000000e+04,2.053125000000000000e+04,2.181250000000000000e+04,2.015625000000000000e+04,2.228125000000000000e+04,2.681250000000000000e+04,2.434375000000000000e+04,2.293750000000000000e+04,1.946875000000000000e+04,2.012500000000000000e+04,1.803125000000000000e+04,1.921875000000000000e+04,1.896875000000000000e+04,1.843750000000000000e+04,2.078125000000000000e+04,1.971875000000000000e+04,1.993750000000000000e+04,2.050000000000000000e+04,2.125000000000000000e+04,1.987500000000000000e+04,2.034375000000000000e+04,1.940625000000000000e+04,2.093750000000000000e+04,2.090625000000000000e+04,2.184375000000000000e+04,2.168750000000000000e+04,2.259375000000000000e+04,2.262500000000000000e+04,2.381250000000000000e+04,2.168750000000000000e+04
2.209375000000000000e+04,2.312500000000000000e+04,2.312500000000000000e+04,2.218750000000000000e+04,2.137500000000000000e+04,1.978125000000000000e+04,2.012500000000000000e+04,1.918750000000000000e+04,1.856250000000000000e+04,1.868750000000000000e+04,1.862500000000000000e+04,1.950000000000000000e+04,1.953125000000000000e+04,1.921875000000000000e+04,1.862500000000000000e+04,1.853125000000000000e+04,1.803125000000000000e+04,1.968750000000000000e+04,1.925000000000000000e+04,2.031250000000000000e+04,2.193750000000000000e+04,2.171875000000000000e+04,2.084375000000000000e+04,1.743750000000000000e+04,1.718750000000000000e+04,1.793750000000000000e+04,1.987500000000000000e+04,1.940625000000000000e+04,2.265625000000000000e+04,2.853125000000000000e+04,2.865625000000000000e+04,2.562500000000000000e+04,1.971875000000000000e+04,1.831250000000000000e+04,1.846875000000000000e+04,1.887500000000000000e+04,1.859375000000000000e+04,1.959375000000000000e+04,1.906250000000000000e+04,1.853125000000000000e+04,1.784375000000000000e+04,1.890625000000000000e+04,2.062500000000000000e+04,2.434375000000000000e+04,2.390625000000000000e+04,2.018750000000000000e+04,2.043750000000000000e+04,1.928125000000000000e+04,1.937500000000000000e+04,1.928125000000000000e+04,1.975000000000000000e+04,2.100000000000000000e+04,2.418750000000000000e+04,2.596875000000000000e+04,2.043750000000000000e+04,2.140625000000000000e+04,2.106250000000000000e+04,1.909375000000000000e+04,2.028125000000000000e+04,2.096875000000000000e+04,1.725000000000000000e+04,1.431250000000000000e+04,1.915625000000000000e+04,1.625000000000000000e+04,1.690625000000000000e+04,2.053125000000000000e+04,1.831250000000000000e+04,1.918750000000000000e+04,2.318750000000000000e+04,2.209375000000000000e+04,2.212500000000000000e+04,2.159375000000000000e+04,2.059375000000000000e+04,2.143750000000000000e+04,2.078125000000000000e+04,2.025000000000000000e+04,2.221875000000000000e+04,2.265625000000000000e+04,2.162500000000000000e+04,2.081250000000000000e+04
2.134375000000000000e+04,2.743750000000000000e+04,2.481250000000000000e+04,2.146875000000000000e+04,2.296875000000000000e+04,2.206250000000000000e+04,2.118750000000000000e+04,2.071875000000000000e+04,1.859375000000000000e+04,1.950000000000000000e+04,2.112500000000000000e+04,2.084375000000000000e+04,2.203125000000000000e+04,2.150000000000000000e+04,2.065625000000000000e+04,2.028125000000000000e+04,1.843750000000000000e+04,1.862500000000000000e+04,2.037500000000000000e+04,2.218750000000000000e+04,2.178125000000000000e+04,2.231250000000000000e+04,1.968750000000000000e+04,1.709375000000000000e+04,1.775000000000000000e+04,2.059375000000000000e+04,2.159375000000000000e+04,2.296875000000000000e+04,2.218750000000000000e+04,2.359375000000000000e+04,2.734375000000000000e+04,2.287500000000000000e+04,1.937500000000000000e+04,1.906250000000000000e+04,1.840625000000000000e+04,1.859375000000000000e+04,1.778125000000000000e+04,1.775000000000000000e+04,1.625000000000000000e+04,1.721875000000000000e+04,1.940625000000000000e+04,2.759375000000000000e+04,3.615625000000000000e+04,3.096875000000000000e+04,2.237500000000000000e+04,1.965625000000000000e+04,1.993750000000000000e+04,2.106250000000000000e+04,2.068750000000000000e+04,1.978125000000000000e+04,2.040625000000000000e+04,2.287500000000000000e+04,2.371875000000000000e+04,2.406250000000000000e+04,2.118750000000000000e+04,2.009375000000000000e+04,1.968750000000000000e+04,1.859375000000000000e+04,1.812500000000000000e+04,1.837500000000000000e+04,2.031250000000000000e+04,1.950000000000000000e+04,1.925000000000000000e+04,1.790625000000000000e+04,1.837500000000000000e+04,1.821875000000000000e+04,1.837500000000000000e+04,2.062500000000000000e+04,1.965625000000000000e+04,1.971875000000000000e+04,2.084375000000000000e+04,2.018750000000000000e+04,2.231250000000000000e+04,2.090625000000000000e+04,2.171875000000000000e+04,1.968750000000000000e+04,2.071875000000000000e+04,2.143750000000000000e+04,2.003125000000000000e+04,2.168750000000000000e+04
